review_id,product_category,product_name,review_text,rating,source
S0299,kitchen,Hawkins Tawa,flame उत्तम आहे. किंमतीच्या तुलनेत उत्तम.,5,synthetic
S0291,kitchen,Pigeon Mixer Grinder,हाताळणी आरामदायी आहे. किंमतीच्या तुलनेत excellent.,5,synthetic
S0534,electronics,boAt Smartwatch,खूप दिवस वापरतोय. build अजूनही amazing आहे. सर्वांनी घ्या.,5,synthetic
S0195,mobile,Samsung Galaxy S23,Samsung Galaxy S23 खरेदी करू नका. build quality फालतू.,1,synthetic
S0418,fashion,Bata Sandals,भंगार comfort! money waste. परत केले.,2,synthetic
S0519,books,Pavankhind,काही चांगले काही वाईट. कोणाला आवडेल कोणाला नाही.,3,synthetic
S0387,fashion,Raymond Shirt,मला Raymond Shirt खूप आवडला. कापड premium आहे.,5,synthetic
S0426,fashion,Levi's Jeans,फालतू quality! किंमतीला अनुसरून नाही.,1,synthetic
S0399,fashion,Nike Shoes,खूप समाधानी. material expected पेक्षा आरामदायी.,5,synthetic
S0232,mobile,Oppo A78,Average product. कोणाला आवडेल कोणाला नाही.,3,synthetic
S0233,mobile,Samsung Galaxy S23,Samsung Galaxy S23 ठीक आहे. design ठीक आहे पण special काही नाही.,3,synthetic
S0521,books,Garambicha Bapu,Mixed feelings. characters चांगला पण characters थोडे flimsy.,3,synthetic
S0409,fashion,Lee Cooper Shoes,strap अमूल्य आहे. किंमतीच्या तुलनेत मस्त.,4,synthetic
S0141,mobile,Samsung Galaxy F14,खूप दिवस वापरतोय. बॅटरी अजूनही solid आहे. पैसे वसूल झाले.,5,synthetic
S0102,mobile,Samsung Galaxy S23,खूप दिवस वापरतोय. processor अजूनही मस्त आहे. आनंद झाला.,4,synthetic
S0416,fashion,Lee Cooper Jeans,पैसे वाया. material पूर्णपणे नाजूक.,1,synthetic
S0438,fashion,Levi's T-Shirt,Mixed feelings. साईज छान पण साईज थोडे कमकुवत.,3,synthetic
S0281,kitchen,Cello Lunch Box,अद्वितीय product! मोटर पण सुंदर. समाधानी आहे.,5,synthetic
S0103,mobile,Motorola G54,Delivery वेळेत झाली. Motorola G54 perfect आहे. grip उपयुक्त.,5,synthetic
S0437,fashion,Raymond Shirt,"काही गोष्टी अमूल्य, काही poor. एकूणच ठीक.",3,synthetic
S0422,fashion,Peter England Trouser,Peter England Trouser खरेदी करू नका. strap घाण.,1,synthetic
S0462,books,Garambicha Bapu,खूप दिवस वापरतोय. cover अजूनही solid आहे. अप्रतिम अनुभव.,5,synthetic
S0268,kitchen,Prestige Gas Stove,Prestige Gas Stove फार great. उष्णता आणि design दोन्ही टिकाऊ.,5,synthetic
S0289,kitchen,Butterfly Mixer,खूप समाधानी. मोटर expected पेक्षा सुंदर.,5,synthetic
S0270,kitchen,Cosmo Cookware,हा Cosmo Cookware खूप अद्वितीय आहे. blade उत्तम आहे.,5,synthetic
S0345,kitchen,Lifelong Sandwich Maker,Mixed feelings. non-stick coating अप्रतिम पण non-stick coating थोडे useless.,3,synthetic
S0339,kitchen,Lifelong Hand Blender,Okay-ish आहे. मोटर उपयुक्त पण build वाईट.,3,synthetic
S0255,kitchen,Cosmo Cookware,हा Cosmo Cookware खूप खूप मस्त आहे. हाताळणी premium आहे.,5,synthetic
S0480,books,Duniyadari,खूप समाधानी. characters expected पेक्षा टिकाऊ.,5,synthetic
S0216,mobile,Nothing Phone 2,पैसे वाया. RAM पूर्णपणे घाण.,2,synthetic
S0129,mobile,Redmi Note 13 Pro,"Build quality excellent, charging superb, worth every rupee.",5,synthetic
S0343,kitchen,Milton Water Bottle,Mixed feelings. blade मस्त पण blade थोडे worst.,3,synthetic
S0336,kitchen,Hawkins Tawa,उष्णता खूप खराब आहे. money waste.,2,synthetic
S0122,mobile,iPhone 15,खूप समाधानी. कॅमेरा expected पेक्षा सुंदर.,5,synthetic
S0162,mobile,Oppo A78,अप्रतिम! नेटवर्क चांगला आहे आणि किंमत वाजवी.,5,synthetic
S0114,mobile,Redmi A2,खूप दिवस वापरतोय. गेमिंग performance अजूनही छान आहे. worth every rupee.,4,synthetic
S0537,electronics,Boat Headphones,Blown away. noise cancellation खरोखर amazing आहे.,5,synthetic
S0402,fashion,Nike Shoes,खूप समाधानी. साईज expected पेक्षा चांगली.,5,synthetic
S0286,kitchen,Lifelong Sandwich Maker,Delivery वेळेत झाली. Lifelong Sandwich Maker छान आहे. साफसफाई superb.,5,synthetic
S0596,electronics,Mi Smart Band,Mi Smart Band expectations पूर्ण नाही पण ठीक. noise cancellation ठीक आहे पण special काही नाही.,3,synthetic
S0278,kitchen,Philips Air Fryer,हाताळणी उपयुक्त आहे. किंमतीच्या तुलनेत amazing.,5,synthetic
S0367,fashion,Biba Salwar Suit,हा Biba Salwar Suit खूप excellent आहे. stitching perfect आहे.,5,synthetic
S0116,mobile,Vivo Y27,"Build quality अमूल्य, डिस्प्ले चांगला, खूप आवडले.",5,synthetic
S0580,electronics,JBL Speaker,JBL Speaker खरेदी करू नका. speed खराब.,2,synthetic
S0274,kitchen,Cosmo Cookware,Cosmo Cookware फार छान. हाताळणी आणि design दोन्ही superb.,4,synthetic
S0266,kitchen,Hawkins Cooker,खूप दिवस वापरतोय. हाताळणी अजूनही perfect आहे. value for money.,5,synthetic
S0313,kitchen,Philips Air Fryer,हा Philips Air Fryer खूप सुमार आहे. warranty useless.,2,synthetic
S0442,fashion,Puma Shoes,ठीक आहे. फिनिश टिकाऊ पण build useless.,3,synthetic
S0386,fashion,Bata Sandals,अप्रतिम! design उपयुक्त आहे आणि किंमत वाजवी.,5,synthetic
S0250,kitchen,Prestige Gas Stove,Delivery वेळेत झाली. Prestige Gas Stove great आहे. non-stick coating excellent.,5,synthetic
S0200,mobile,Nothing Phone 2a,खूप निराशा झाली. design worst आहे.,1,synthetic
S0553,electronics,Logitech Keyboard,खूप दिवस वापरतोय. connectivity अजूनही मस्त आहे. value for money.,5,synthetic
S0179,mobile,iPhone 14,"Build quality उपयुक्त, grip मजबूत, worth every rupee.",5,synthetic
S0204,mobile,Redmi Note 13 Pro,घाण बॅटरी! वाईट अनुभव. परत केले.,1,synthetic
S0140,mobile,Vivo Y27,"Build quality अप्रतिम, processor अद्वितीय, blown away.",5,synthetic
S0258,kitchen,Milton Tiffin Box,अप्रतिम! साफसफाई great आहे आणि किंमत वाजवी.,5,synthetic
S0557,electronics,Dell Laptop,खूप समाधानी. build expected पेक्षा चांगली.,4,synthetic
S0555,electronics,TP-Link Extender,TP-Link Extender फार मजबूत. range आणि design दोन्ही अद्वितीय.,5,synthetic
S0178,mobile,Poco X5 Pro,"Build quality premium, sound उत्तम, अप्रतिम अनुभव.",5,synthetic
S0488,books,Tuzhi Vahani,छान cover! recommend करते. नक्की घ्या.,5,synthetic
S0305,kitchen,Prestige Tawa,हा Prestige Tawa खूप चांगले आहे. डिझाईन solid आहे.,5,synthetic
S0586,electronics,Sony TV,पातळ डिस्प्ले! परत करावे लागले. परत केले.,1,synthetic
S0567,electronics,Realme Buds,हा Realme Buds खूप टिकाऊ आहे. pair होणे मजबूत आहे.,5,synthetic
S0356,fashion,Allen Solly Trouser,खूप दिवस वापरतोय. comfort अजूनही अप्रतिम आहे. समाधानी आहे.,4,synthetic
S0246,mobile,Vivo Y27,Mixed feelings. build quality सुंदर पण build quality थोडे bad.,3,synthetic
S0359,fashion,Levi's T-Shirt,"Build quality solid, strap मजबूत, recommend करतो.",5,synthetic
S0576,electronics,Logitech Mouse,Worst quality! किंमतीला अनुसरून नाही.,2,synthetic
S0591,electronics,Apple Watch,Mixed feelings. connectivity चांगली पण connectivity थोडे cheap.,3,synthetic
S0120,mobile,Realme C55,हा Realme C55 खूप अद्वितीय आहे. 5G connectivity excellent आहे.,5,synthetic
S0210,mobile,Motorola G54,Description प्रमाणे नाही. कॅमेरा पातळ. नका घेऊ.,2,synthetic
S0234,mobile,Redmi Note 12,Redmi Note 12 average product. फिंगरप्रिंट ठीक आहे पण special काही नाही.,3,synthetic
S0107,mobile,OnePlus Nord CE 3,OnePlus Nord CE 3 फार टिकाऊ. कॅमेरा आणि design दोन्ही अप्रतिम.,4,synthetic
S0134,mobile,Tecno Spark 10 Pro,अप्रतिम sound! खूप आवडले. नक्की घ्या.,4,synthetic
S0562,electronics,JBL Headphones,अप्रतिम अनुभव. connectivity खरोखर premium आहे.,5,synthetic
S0137,mobile,Realme 11 Pro,Realme 11 Pro फार अद्वितीय. design आणि design दोन्ही छान.,5,synthetic
S0341,kitchen,Butterfly Mixer,Expectations पूर्ण नाही पण ठीक. safety lock सुंदर पण build खराब.,3,synthetic
S0188,mobile,Vivo V29,मस्त product! design पण चांगला. समाधानी आहे.,5,synthetic
S0379,fashion,Lee Cooper Jeans,Lee Cooper Jeans फार खूप मस्त. color आणि design दोन्ही मजबूत.,5,synthetic
S0287,kitchen,Lifelong Sandwich Maker,अप्रतिम! build superb आहे आणि किंमत वाजवी.,5,synthetic
S0315,kitchen,Milton Tiffin Box,blade खूप भंगार आहे. महिन्यातच खराब.,1,synthetic
S0298,kitchen,Cello Bottle,हा Cello Bottle खूप solid आहे. capacity उपयुक्त आहे.,4,synthetic
S0454,books,Mrityunjay,Mrityunjay फार excellent. characters आणि design दोन्ही चांगले.,5,synthetic
S0262,kitchen,Borosil Glass Set,अप्रतिम! build अद्वितीय आहे आणि किंमत वाजवी.,5,synthetic
S0513,books,Swami,Swami खरेदी करू नका. binding थकलेला.,1,synthetic
S0106,mobile,Tecno Spark 10 Pro,Superb sound! blown away. नक्की घ्या.,4,synthetic
S0370,fashion,Lee Cooper Jeans,खूप समाधानी. strap expected पेक्षा मस्त.,4,synthetic
S0498,books,Swami,हा Swami खूप सुमार आहे. भाषा worst.,2,synthetic
S0355,fashion,Lee Cooper Shoes,Great quality! recommend करते. नक्की घ्या.,5,synthetic
S0223,mobile,Realme C55,"Money waste. build quality थकलेला, build फालतू.",2,synthetic
S0157,mobile,Nothing Phone 2,खूप समाधानी. RAM expected पेक्षा चांगला.,5,synthetic
S0297,kitchen,Hawkins Cooker,मस्त warranty! recommend करतो. नक्की घ्या.,5,synthetic
S0526,electronics,Dell Laptop,हा Dell Laptop खूप खूप मस्त आहे. sound quality perfect आहे.,5,synthetic
S0222,mobile,Vivo V29,महिन्यातच grip खराब झाली. पैसे वाया गेले.,1,synthetic
S0127,mobile,Redmi A2,मस्त बॅटरी! recommend करतो. नक्की घ्या.,4,synthetic
S0251,kitchen,Pigeon Kettle,उपयुक्त warranty! value for money. नक्की घ्या.,5,synthetic
S0300,kitchen,Bajaj Mixer,"Build quality आरामदायी, flame premium, अप्रतिम अनुभव.",5,synthetic
S0196,mobile,Samsung Galaxy S23,पैसे वाया. डिस्प्ले पूर्णपणे नाजूक.,2,synthetic
S0360,fashion,Adidas T-Shirt,अप्रतिम! साईज सुंदर आहे आणि किंमत वाजवी.,5,synthetic
S0581,electronics,boAt Smartwatch,Bad build! महिन्यातच खराब. परत केले.,1,synthetic
S0205,mobile,iPhone 15,भयानक service. फिंगरप्रिंट bad आहे.,1,synthetic
S0495,books,Vyakti ani Valli,खूप दिवस वापरतोय. characters अजूनही perfect आहे. सर्वांनी घ्या.,4,synthetic
S0113,mobile,Motorola G54,हा Motorola G54 खूप मस्त आहे. RAM premium आहे.,5,synthetic
S0523,books,Mrityunjay,Specifically काही खास नाही. कथा उपयुक्त पण build नाजूक.,3,synthetic
S0407,fashion,Raymond Suit Length,मला Raymond Suit Length खूप आवडला. quality छान आहे.,5,synthetic
S0383,fashion,Wildcraft Backpack,हा Wildcraft Backpack खूप उत्तम आहे. साईज सुंदर आहे.,5,synthetic
S0583,electronics,Sony WH-1000XM4,खराब build! परत करावे लागले. परत केले.,1,synthetic
S0143,mobile,Redmi Note 13 Pro,खूप मस्त design! पुन्हा घेईन. नक्की घ्या.,5,synthetic
S0590,electronics,Boat Headphones,Boat Headphones काही चांगले काही वाईट. noise cancellation ठीक आहे पण special काही नाही.,3,synthetic
S0578,electronics,Dell Monitor,महिन्यातच warranty खराब झाली. पैसे वाया गेले.,2,synthetic
S0481,books,Duniyadari,खूप दिवस वापरतोय. भाषा अजूनही solid आहे. मस्त product.,5,synthetic
S0261,kitchen,Borosil Glass Set,सुंदर साफसफाई! अप्रतिम अनुभव. नक्की घ्या.,4,synthetic
S0476,books,Natsamrat,translation मजबूत आहे. किंमतीच्या तुलनेत अप्रतिम.,5,synthetic
S0430,fashion,Wildcraft Backpack,Description प्रमाणे नाही. फिनिश खराब. निराशा झाली.,2,synthetic
S0450,books,Pratinidhi,अप्रतिम अनुभव. characters खरोखर excellent आहे.,5,synthetic
S0401,fashion,Allen Solly Trouser,अप्रतिम! stitching मजबूत आहे आणि किंमत वाजवी.,5,synthetic
S0505,books,Punha Ekda,खूप निराशा झाली. translation कच्चा आहे.,1,synthetic
S0171,mobile,Oppo A78,Oppo A78 फार अमूल्य. फिंगरप्रिंट आणि design दोन्ही आरामदायी.,5,synthetic
S0151,mobile,iPhone 15,Delivery वेळेत झाली. iPhone 15 अमूल्य आहे. processor टिकाऊ.,5,synthetic
S0144,mobile,iPhone 14,खूप दिवस वापरतोय. design अजूनही perfect आहे. अप्रतिम अनुभव.,5,synthetic
S0530,electronics,Mi Power Bank,खूप समाधानी. build expected पेक्षा टिकाऊ.,4,synthetic
S0326,kitchen,Philips Air Fryer,पैसे वाया. safety lock पूर्णपणे वाईट.,1,synthetic
S0415,fashion,Peter England Trouser,Customer care पण मदत करत नाही. कापड थकलेला.,1,synthetic
S0593,electronics,Apple Watch,Mixed feelings. build perfect पण build थोडे सुमार.,3,synthetic
S0177,mobile,Motorola Edge 40,मला Motorola Edge 40 खूप आवडला. processor आरामदायी आहे.,5,synthetic
S0568,electronics,Mi Smart Band,अप्रतिम! connectivity मस्त आहे आणि किंमत वाजवी.,5,synthetic
S0470,books,Mrityunjay,Delivery वेळेत झाली. Mrityunjay great आहे. binding चांगली.,5,synthetic
S0279,kitchen,Pigeon Kettle,Superb blade! आनंद झाला. नक्की घ्या.,5,synthetic
S0516,books,Garambicha Bapu,Expected पेक्षा कमी. पण use करण्यासारखे आहे.,3,synthetic
S0595,electronics,Boat Speaker,speed अमूल्य आहे पण किंमतीला अनुसरून मध्यम.,3,synthetic
S0485,books,Garambicha Bapu,"Build quality amazing, भाषा उत्तम, पैसे वसूल झाले.",5,synthetic
S0412,fashion,Peter England Trouser,पैसे वाया. stitching पूर्णपणे नाजूक.,1,synthetic
S0473,books,Tuzhi Vahani,cover अमूल्य आहे. किंमतीच्या तुलनेत चांगले.,4,synthetic
S0388,fashion,Allen Solly Shirt,"Build quality perfect, फिनिश excellent, blown away.",5,synthetic
S0371,fashion,H&M Top,मस्त material! खूप आवडले. नक्की घ्या.,5,synthetic
S0135,mobile,Redmi 12,चांगला RAM! आनंद झाला. नक्की घ्या.,5,synthetic
S0173,mobile,Redmi Note 13 Pro,मला Redmi Note 13 Pro खूप आवडला. 5G connectivity अमूल्य आहे.,5,synthetic
S0428,fashion,Raymond Shirt,Cheap material! वाईट अनुभव. परत केले.,2,synthetic
S0168,mobile,Redmi Note 13 Pro,खूप दिवस वापरतोय. फिंगरप्रिंट अजूनही उत्तम आहे. पैसे वसूल झाले.,5,synthetic
S0295,kitchen,Bajaj Induction Cooktop,Bajaj Induction Cooktop फार premium. डिझाईन आणि design दोन्ही अमूल्य.,5,synthetic
S0170,mobile,Redmi A2,Premium product! बॅटरी पण चांगले. worth every rupee.,5,synthetic
S0253,kitchen,Hawkins Cooker,"Build quality great, safety lock सुंदर, समाधानी आहे.",5,synthetic
S0552,electronics,Mi Power Bank,उपयुक्त product! bass पण अमूल्य. worth every rupee.,4,synthetic
S0260,kitchen,Prestige Tawa,build उत्तम आहे. किंमतीच्या तुलनेत अद्वितीय.,5,synthetic
S0463,books,Pavankhind,खूप समाधानी. printing quality expected पेक्षा perfect.,4,synthetic
S0152,mobile,Vivo Y27,अप्रतिम! sound अप्रतिम आहे आणि किंमत वाजवी.,5,synthetic
S0145,mobile,iPhone 14,खूप समाधानी. processor expected पेक्षा छान.,5,synthetic
S0296,kitchen,Bajaj Induction Cooktop,"Build quality premium, blade मस्त, value for money.",4,synthetic
S0217,mobile,OnePlus 11R,"Money waste. charging कच्चा, build थकलेला.",1,synthetic
S0136,mobile,iQOO Z7,मला iQOO Z7 खूप आवडला. design चांगले आहे.,5,synthetic
S0469,books,Kosla,translation छान आहे. किंमतीच्या तुलनेत चांगली.,5,synthetic
S0467,books,Natsamrat,Delivery वेळेत झाली. Natsamrat great आहे. कथानक great.,4,synthetic
S0554,electronics,Dell Monitor,मला Dell Monitor खूप आवडला. battery चांगला आहे.,5,synthetic
S0316,kitchen,Philips Mixer,"Money waste. warranty कच्चा, build bad.",2,synthetic
S0161,mobile,Nothing Phone 2,Perfect product! storage पण उपयुक्त. सर्वांनी घ्या.,4,synthetic
S0515,books,Pratinidhi,Pratinidhi mixed feelings. cover ठीक आहे पण special काही नाही.,3,synthetic
S0456,books,Aaicha Gao,Aaicha Gao फार आरामदायी. translation आणि design दोन्ही premium.,5,synthetic
S0461,books,Garambicha Bapu,सुंदर product! characters पण छान. पुन्हा घेईन.,5,synthetic
S0104,mobile,iQOO Z7,Delivery वेळेत झाली. iQOO Z7 खूप मस्त आहे. गेमिंग performance चांगली.,5,synthetic
S0327,kitchen,Lifelong Sandwich Maker,capacity खूप कच्चा आहे. पैसे वाया गेले.,1,synthetic
S0448,fashion,Puma T-Shirt,"काही गोष्टी solid, काही वाईट. एकूणच ठीक.",3,synthetic
S0365,fashion,Wildcraft Backpack,खूप दिवस वापरतोय. comfort अजूनही खूप मस्त आहे. पुन्हा घेईन.,4,synthetic
S0215,mobile,Samsung Galaxy F14,design खूप poor आहे. फसवणूक झाली.,1,synthetic
S0403,fashion,Biba Salwar Suit,हा Biba Salwar Suit खूप superb आहे. comfort उपयुक्त आहे.,5,synthetic
S0497,books,Pavankhind,Description प्रमाणे नाही. binding थकलेला. money waste.,1,synthetic
S0139,mobile,Redmi 12,Delivery वेळेत झाली. Redmi 12 perfect आहे. processor अद्वितीय.,5,synthetic
S0344,kitchen,Prestige Tawa,"काही गोष्टी सुंदर, काही कच्चा. एकूणच ठीक.",3,synthetic
S0209,mobile,Vivo Y27,पैसे वाया. build quality पूर्णपणे घाण.,2,synthetic
S0508,books,Punha Ekda,"Money waste. छपाई घाण, build कमकुवत.",2,synthetic
S0598,electronics,Logitech Keyboard,Expected पेक्षा कमी. पण use करण्यासारखे आहे.,3,synthetic
S0460,books,Pachola,समाधानी आहे. printing quality खरोखर उत्तम आहे.,5,synthetic
S0146,mobile,iPhone 15,"Build quality छान, बॅटरी amazing, value for money.",5,synthetic
S0491,books,Mrityunjay,आरामदायी product! binding पण अप्रतिम. सर्वांनी घ्या.,5,synthetic
S0500,books,Mrityunjay,महिन्यातच छपाई खराब झाली. money waste.,1,synthetic
S0219,mobile,Redmi Note 13 Pro,Customer care पण मदत करत नाही. storage कमकुवत.,1,synthetic
S0458,books,Pavankhind,खूप दिवस वापरतोय. printing quality अजूनही मस्त आहे. blown away.,4,synthetic
S0471,books,Mrityunjay,मला Mrityunjay खूप आवडला. कथा सुंदर आहे.,4,synthetic
S0256,kitchen,Pigeon Induction Cooktop,आरामदायी हाताळणी! blown away. नक्की घ्या.,5,synthetic
S0509,books,Garambicha Bapu,Customer care पण मदत करत नाही. भाषा कमकुवत.,1,synthetic
S0302,kitchen,Butterfly Wet Grinder,अमूल्य safety lock! अप्रतिम अनुभव. नक्की घ्या.,5,synthetic
S0126,mobile,Poco X5 Pro,Delivery वेळेत झाली. Poco X5 Pro great आहे. sound खूप मस्त.,5,synthetic
S0184,mobile,Redmi Note 13 Pro,अप्रतिम! grip अप्रतिम आहे आणि किंमत वाजवी.,5,synthetic
S0545,electronics,Sony WH-1000XM4,मला Sony WH-1000XM4 खूप आवडला. range solid आहे.,5,synthetic
S0538,electronics,Mi Power Bank,खूप आवडले. connectivity खरोखर चांगली आहे.,5,synthetic
S0290,kitchen,Pigeon Mixer Grinder,खूप दिवस वापरतोय. blade अजूनही सुंदर आहे. अप्रतिम अनुभव.,5,synthetic
S0142,mobile,Redmi Note 13 Pro,हा Redmi Note 13 Pro खूप great आहे. design great आहे.,5,synthetic
S0228,mobile,Redmi A2,sound खूप पातळ आहे. पैसे वाया गेले.,2,synthetic
S0284,kitchen,Philips Air Fryer,खूप समाधानी. safety lock expected पेक्षा amazing.,4,synthetic
S0588,electronics,Canon Camera,खूप निराशा झाली. डिस्प्ले useless आहे.,2,synthetic
S0542,electronics,Boat Headphones,"Build quality अमूल्य, pair होणे अद्वितीय, value for money.",4,synthetic
S0240,mobile,Vivo Y27,काही चांगले काही वाईट. build quality superb पण build flimsy.,3,synthetic
S0181,mobile,Poco X5 Pro,Delivery वेळेत झाली. Poco X5 Pro सुंदर आहे. 5G connectivity टिकाऊ.,5,synthetic
S0254,kitchen,Prestige Gas Stove,पुन्हा घेईन. flame खरोखर अप्रतिम आहे.,5,synthetic
S0432,fashion,Biba Salwar Suit,Customer care पण मदत करत नाही. quality worst.,2,synthetic
S0584,electronics,OnePlus Bullets,Customer care पण मदत करत नाही. bass useless.,2,synthetic
S0452,books,Swami,खूप समाधानी. कथा expected पेक्षा अद्वितीय.,4,synthetic
S0203,mobile,OnePlus 11R,"Money waste. 5G connectivity वाईट, build भंगार.",2,synthetic
S0529,electronics,JBL Speaker,मस्त product. warranty खरोखर excellent आहे.,4,synthetic
S0100,mobile,Poco M6 Pro,खूप समाधानी. कॅमेरा expected पेक्षा खूप मस्त.,4,synthetic
S0333,kitchen,Prestige Mixer Grinder,Customer care पण मदत करत नाही. उष्णता worst.,2,synthetic
S0325,kitchen,Cosmo Cookware,Customer care पण मदत करत नाही. blade poor.,2,synthetic
S0180,mobile,Redmi Note 12,processor उपयुक्त आहे. किंमतीच्या तुलनेत premium.,5,synthetic
S0163,mobile,OnePlus Nord CE 3,हा OnePlus Nord CE 3 खूप उपयुक्त आहे. डिस्प्ले चांगला आहे.,5,synthetic
S0108,mobile,Poco X5 Pro,हा Poco X5 Pro खूप आरामदायी आहे. नेटवर्क amazing आहे.,5,synthetic
S0335,kitchen,Prestige Gas Stove,Description प्रमाणे नाही. मोटर कमकुवत. निराशा झाली.,2,synthetic
S0501,books,Mrityunjay,पैसे वाया. characters पूर्णपणे useless.,2,synthetic
S0420,fashion,FabIndia Kurta,Useless stitching! परत करावे लागले. परत केले.,1,synthetic
S0150,mobile,OnePlus 11R,खूप समाधानी. 5G connectivity expected पेक्षा excellent.,4,synthetic
S0123,mobile,Infinix Note 30,अमूल्य product! build quality पण excellent. blown away.,4,synthetic
S0124,mobile,Tecno Spark 10 Pro,grip सुंदर आहे. किंमतीच्या तुलनेत solid.,5,synthetic
S0490,books,Shyamchi Aai,अमूल्य product! binding पण खूप मस्त. अप्रतिम अनुभव.,4,synthetic
S0449,fashion,Adidas Shoes,Mixed feelings. quality amazing पण quality थोडे थकलेला.,3,synthetic
S0275,kitchen,Hawkins Tawa,खूप समाधानी. build expected पेक्षा अप्रतिम.,5,synthetic
S0503,books,Tuzhi Vahani,Customer care पण मदत करत नाही. छपाई worst.,1,synthetic
S0348,kitchen,Pigeon Mixer Grinder,डिझाईन अप्रतिम आहे पण किंमतीला अनुसरून मध्यम.,3,synthetic
S0389,fashion,Levi's Jeans,मला Levi's Jeans खूप आवडला. साईज great आहे.,5,synthetic
S0166,mobile,Tecno Spark 10 Pro,मला Tecno Spark 10 Pro खूप आवडला. डिस्प्ले चांगली आहे.,4,synthetic
S0571,electronics,Mi Smart Band,पैसे वाया. connectivity पूर्णपणे worst.,2,synthetic
S0380,fashion,Lee Cooper Shoes,चांगला कापड! पुन्हा घेईन. नक्की घ्या.,5,synthetic
S0272,kitchen,Hawkins Cooker,Hawkins Cooker फार टिकाऊ. warranty आणि design दोन्ही solid.,5,synthetic
S0245,mobile,Nothing Phone 2,Okay-ish आहे. गेमिंग performance amazing पण build फालतू.,3,synthetic
S0265,kitchen,Wonderchef Knife Set,मला Wonderchef Knife Set खूप आवडला. डिझाईन great आहे.,5,synthetic
S0569,electronics,OnePlus Bullets,OnePlus Bullets फार मस्त. warranty आणि design दोन्ही अद्वितीय.,5,synthetic
S0353,fashion,Adidas Shoes,अप्रतिम! stitching superb आहे आणि किंमत वाजवी.,5,synthetic
S0208,mobile,Redmi Note 12,महिन्यातच processor खराब झाली. खराब झाले.,1,synthetic
S0522,books,Aagatya,Average product. कोणाला आवडेल कोणाला नाही.,3,synthetic
S0319,kitchen,Hawkins Cooker,खूप निराशा झाली. flame bad आहे.,1,synthetic
S0211,mobile,OnePlus 11R,Customer care पण मदत करत नाही. grip bad.,1,synthetic
S0303,kitchen,Milton Tiffin Box,Milton Tiffin Box फार आरामदायी. build आणि design दोन्ही उत्तम.,5,synthetic
S0373,fashion,H&M Dress,design टिकाऊ आहे. किंमतीच्या तुलनेत excellent.,5,synthetic
S0507,books,Battatyachi Chal,cover खूप सुमार आहे. भयानक service.,2,synthetic
S0132,mobile,iPhone 15,हा iPhone 15 खूप amazing आहे. बॅटरी perfect आहे.,5,synthetic
S0535,electronics,JBL Speaker,Amazing product! signal पण great. पुन्हा घेईन.,4,synthetic
S0283,kitchen,Philips Mixer,सुंदर product! flame पण चांगले. worth every rupee.,5,synthetic
S0457,books,Aagatya,Delivery वेळेत झाली. Aagatya superb आहे. printing quality great.,5,synthetic
S0440,fashion,Wildcraft Jacket,किंमतीला अनुसरून ठीक. design superb पण build खराब.,3,synthetic
S0425,fashion,H&M Dress,घाण quality! किंमतीला अनुसरून नाही.,2,synthetic
S0334,kitchen,Borosil Glass Set,Customer care पण मदत करत नाही. हाताळणी फालतू.,1,synthetic
S0474,books,Wakaee,Delivery वेळेत झाली. Wakaee अमूल्य आहे. कथानक चांगली.,5,synthetic
S0559,electronics,Logitech Keyboard,battery amazing आहे. किंमतीच्या तुलनेत चांगले.,5,synthetic
S0475,books,Aamhi Bhagirathache,आनंद झाला. कथानक खरोखर चांगले आहे.,5,synthetic
S0533,electronics,Boat Speaker,Recommend करतो. pair होणे खरोखर खूप मस्त आहे.,5,synthetic
S0496,books,Shyamchi Aai,खूप निराशा झाली. कथा फालतू आहे.,2,synthetic
S0544,electronics,Fire-Boltt Watch,Delivery वेळेत झाली. Fire-Boltt Watch सुंदर आहे. warranty मस्त.,4,synthetic
S0101,mobile,Samsung Galaxy F14,हा Samsung Galaxy F14 खूप perfect आहे. grip अप्रतिम आहे.,5,synthetic
S0397,fashion,Biba Salwar Suit,Recommend करतो. strap खरोखर मजबूत आहे.,5,synthetic
S0267,kitchen,Cello Bottle,खूप आवडले. build खरोखर amazing आहे.,5,synthetic
S0349,kitchen,Lifelong Sandwich Maker,Mixed feelings. कोणाला आवडेल कोणाला नाही.,3,synthetic
S0332,kitchen,Borosil Glass Set,Borosil Glass Set खरेदी करू नका. warranty cheap.,1,synthetic
S0288,kitchen,Philips Mixer,Philips Mixer फार premium. डिझाईन आणि design दोन्ही premium.,5,synthetic
S0549,electronics,TP-Link Extender,पैसे वसूल झाले. warranty खरोखर मजबूत आहे.,4,synthetic
S0455,books,Pratinidhi,"Build quality टिकाऊ, translation मजबूत, recommend करते.",5,synthetic
S0242,mobile,Redmi A2,Expectations पूर्ण नाही पण ठीक. नेटवर्क अमूल्य पण build कमकुवत.,3,synthetic
S0483,books,Natsamrat,खूप दिवस वापरतोय. translation अजूनही great आहे. blown away.,5,synthetic
S0363,fashion,W Dress,फिनिश टिकाऊ आहे. किंमतीच्या तुलनेत solid.,5,synthetic
S0306,kitchen,Prestige Gas Stove,मस्त product! उष्णता पण चांगला. blown away.,5,synthetic
